"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/report/pricecomparison/simpleabove","Simple above 400","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/report/costreports","Cost Reports","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/report/login_ip","Login Ip","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/report/furniqueproductreport","Product Export","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/report/furniquesalesexport","Sales Export","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/report/furniquesalesitemexport","Sales Item Export","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/newsletter","Newsletter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/newsletter/problem","Newsletter Problem Reports","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/newsletter/queue","Newsletter Queue","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/newsletter/subscriber","Newsletter Subscribers","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/newsletter/template","Newsletter Templates","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/page_cache","External Page Cache","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman","Salesman","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/user","Login Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/paid_commission","Paid Commission","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/paid_commission/user","By Order","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/paid_commission/order","By Salesman","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/pending_commission","Pending Commission","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/salesman","Configuration","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/penalty","Penalty","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/penalty/mass_action","Mass Action","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/commission","Commission","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/call_log","Call Log","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/sales_queue_mapping","Sales Queue Mapping","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/upsell_commission_configuration","Upsell (%) Configuration","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/bonus","Bonus","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/bonus/salesman_bonus","Manage Bonus","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/bonus/salesman_groupbonus","Manage Bonus Configuration","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/custom_message","Custom Message","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/shift","Salesman Shift","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/shift/salesman_shift_management","Shift Management","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/shift/salesman_shift_grant_access","Shift Grant Access","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/shift/salesman_shift_daywise","Shift Daywise","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff","Staff","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","allow","deny","allow","allow","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/staff/overtime","Overtime Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/shift","Shift","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/shift/salesman_shift_management","Shift Management","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/shift/salesman_shift_daywise","Shift Daywise","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_rank_report","Staff Ranking Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_ranking_dashboard","My Dashboard","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/staff/staff_ranking_metric_config","Staff Ranking Metric Config","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_leave_report","Staff Leave Report","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_default_dashbord","Default Page to Order List","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_rank_configuration","Staff Rank Configuration","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_gameboard","Staff Gameboard","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","allow","deny","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/staff/staff_scorecard","Staff Scorecard","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_upsold_filter","Allow Staff Upsold Report Filter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/shift_edit","Allow user to edit shift schedule","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/staff/can_lock_shift","Allow user to Lock shift schedule dropdown(can edit or not)","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_upsold_show_only_worktime","Allow user to show only worktime column","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_upsold_date_filter","Allow upsold report date filter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_upsold_selected_user_filter","Staff Upsold Selected User Filter","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_all_user_history","Allow to access all user history","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_upsold","Staff Upsold Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff/staff_ranking_report","Review Ranking Report","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","allow","deny","allow","allow","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/staff/staff_order_paid_report","Staff Payment History","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/salesman_note","Reminder","deny","allow","allow","allow","deny","allow","deny","allow","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/fsalesman/allow_system_message_reminder","Allow System Message From Reminder","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/zendesk","Zendesk","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/tsheet_log","Tsheet Time Log","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/end_break_manual_log","End Ongoing Break Log","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff_leave_management","Staff Leave Management","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/agent_work_report","Agent Work Report","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/upsold_report","Upsold Report","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/upsold_report/ranking_report","Ranking Report","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/upsold_report/cancellation_report","Cancellation Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/upsold","Upsold Report (All)","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/salesman_user_filter","Allow Salesman Filter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/allow_to_remove_cancelled_order_commission","Allow To Remove Cancelled Order Commission","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/order_report","Order Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/order_paid_report","Payment History","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","allow","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/not_paid_canceled","Not Paid Canceled Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/ranking_report","Ranking Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/review_upsold","Review Request Summary","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/review_upsold_summary","Review Upsold Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/review_upsold_summary/assign_review","Assign Review","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/review_upsold_summary/view_internal_issues_options","View Internal Issues Options","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/review_target_report","Review Target Report","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff_user_filter","Allow Staff Filter","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/staff_user_date_filter","Allow Staff Date Filter","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/history_flag","Flag Notes","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/salesman_portal","Salesman portal","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
